"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
0.1, -0.25, -0.5, 0, 0, 0, 0, 0, 0
0.26, -0.25, -0.5, 1, 0, 0, 0, 0, 0
0.42, -0.25, -0.5, 2, 0, 0, 0, 0, 0
0.58, -0.25, -0.5, 3, 0, 0, 0, 0, 0
0.7400000000000001, -0.25, -0.5, 4, 0, 0, 0, 0, 0
0.9, -0.25, -0.5, 5, 0, 0, 0, 0, 0
0.1, -0.08333333333333334, -0.5, 0, 1, 0, 0, 0, 0
0.26, -0.08333333333333334, -0.5, 1, 1, 0, 0, 0, 0
0.42, -0.08333333333333334, -0.5, 2, 1, 0, 0, 0, 0
0.58, -0.08333333333333334, -0.5, 3, 1, 0, 0, 0, 0
0.7400000000000001, -0.08333333333333334, -0.5, 4, 1, 0, 0, 0, 0
0.9, -0.08333333333333334, -0.5, 5, 1, 0, 0, 0, 0
0.1, 0.08333333333333331, -0.5, 0, 2, 0, 0, 0, 0
0.26, 0.08333333333333331, -0.5, 1, 2, 0, 0, 0, 0
0.42, 0.08333333333333331, -0.5, 2, 2, 0, 0, 0, 0
0.58, 0.08333333333333331, -0.5, 3, 2, 0, 0, 0, 0
0.7400000000000001, 0.08333333333333331, -0.5, 4, 2, 0, 0, 0, 0
0.9, 0.08333333333333331, -0.5, 5, 2, 0, 0, 0, 0
0.1, 0.25, -0.5, 0, 3, 0, 0, 0, 0
0.26, 0.25, -0.5, 1, 3, 0, 0, 0, 0
0.42, 0.25, -0.5, 2, 3, 0, 0, 0, 0
0.58, 0.25, -0.5, 3, 3, 0, 0, 0, 0
0.7400000000000001, 0.25, -0.5, 4, 3, 0, 0, 0, 0
0.9, 0.25, -0.5, 5, 3, 0, 0, 0, 0
0.1, -0.25, 0, 0, 0, 1, 0, 0, 0
0.26, -0.25, 0, 1, 0, 1, 0, 0, 0
0.42, -0.25, 0, 2, 0, 1, 0, 0, 0
0.58, -0.25, 0, 3, 0, 1, 0, 0, 0
0.7400000000000001, -0.25, 0, 4, 0, 1, 0, 0, 0
0.9, -0.25, 0, 5, 0, 1, 0, 0, 0
0.1, -0.08333333333333334, 0, 0, 1, 1, 0, 0, 0
0.26, -0.08333333333333334, 0, 1, 1, 1, 0, 0, 0
0.4337725773511695, -0.03880111919230384, 0, 2, 1, 1, 1, 1, 0
0.5883124079224857, -0.03559595296214819, 0, 3, 1, 1, 1, 1, 0
0.7400000000000001, -0.08333333333333334, 0, 4, 1, 1, 0, 0, 0
0.9, -0.08333333333333334, 0, 5, 1, 1, 0, 0, 0
0.1, 0.08333333333333331, 0, 0, 2, 1, 0, 0, 0
0.26, 0.08333333333333331, 0, 1, 2, 1, 0, 0, 0
0.4337728462666639, 0.03879952148765037, 0, 2, 2, 1, 1, 1, 0
0.5883123214973055, 0.03559501026349101, 0, 3, 2, 1, 1, 1, 0
0.7400000000000001, 0.08333333333333331, 0, 4, 2, 1, 0, 0, 0
0.9, 0.08333333333333331, 0, 5, 2, 1, 0, 0, 0
0.1, 0.25, 0, 0, 3, 1, 0, 0, 0
0.26, 0.25, 0, 1, 3, 1, 0, 0, 0
0.42, 0.25, 0, 2, 3, 1, 0, 0, 0
0.58, 0.25, 0, 3, 3, 1, 0, 0, 0
0.7400000000000001, 0.25, 0, 4, 3, 1, 0, 0, 0
0.9, 0.25, 0, 5, 3, 1, 0, 0, 0
0.1, -0.25, 0.5, 0, 0, 2, 0, 0, 0
0.26, -0.25, 0.5, 1, 0, 2, 0, 0, 0
0.42, -0.25, 0.5, 2, 0, 2, 0, 0, 0
0.58, -0.25, 0.5, 3, 0, 2, 0, 0, 0
0.7400000000000001, -0.25, 0.5, 4, 0, 2, 0, 0, 0
0.9, -0.25, 0.5, 5, 0, 2, 0, 0, 0
0.1, -0.08333333333333334, 0.5, 0, 1, 2, 0, 0, 0
0.26, -0.08333333333333334, 0.5, 1, 1, 2, 0, 0, 0
0.42, -0.08333333333333334, 0.5, 2, 1, 2, 0, 0, 0
0.58, -0.08333333333333334, 0.5, 3, 1, 2, 0, 0, 0
0.7400000000000001, -0.08333333333333334, 0.5, 4, 1, 2, 0, 0, 0
0.9, -0.08333333333333334, 0.5, 5, 1, 2, 0, 0, 0
0.1, 0.08333333333333331, 0.5, 0, 2, 2, 0, 0, 0
0.26, 0.08333333333333331, 0.5, 1, 2, 2, 0, 0, 0
0.42, 0.08333333333333331, 0.5, 2, 2, 2, 0, 0, 0
0.58, 0.08333333333333331, 0.5, 3, 2, 2, 0, 0, 0
0.7400000000000001, 0.08333333333333331, 0.5, 4, 2, 2, 0, 0, 0
0.9, 0.08333333333333331, 0.5, 5, 2, 2, 0, 0, 0
0.1, 0.25, 0.5, 0, 3, 2, 0, 0, 0
0.26, 0.25, 0.5, 1, 3, 2, 0, 0, 0
0.42, 0.25, 0.5, 2, 3, 2, 0, 0, 0
0.58, 0.25, 0.5, 3, 3, 2, 0, 0, 0
0.7400000000000001, 0.25, 0.5, 4, 3, 2, 0, 0, 0
0.9, 0.25, 0.5, 5, 3, 2, 0, 0, 0
