"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
0.1, -0.25, -0.5, 0, 0, 0, 0, 0, 0
0.26, -0.25, -0.5, 1, 0, 0, 0, 0, 0
0.42, -0.25, -0.5, 2, 0, 0, 0, 0, 0
0.58, -0.25, -0.5, 3, 0, 0, 0, 0, 0
0.7400000000000001, -0.25, -0.5, 4, 0, 0, 0, 0, 0
0.9, -0.25, -0.5, 5, 0, 0, 0, 0, 0
0.1, -0.08333333333333334, -0.5, 0, 1, 0, 0, 0, 0
0.26, -0.08333333333333334, -0.5, 1, 1, 0, 0, 0, 0
0.42, -0.08333333333333334, -0.5, 2, 1, 0, 0, 0, 0
0.58, -0.08333333333333334, -0.5, 3, 1, 0, 0, 0, 0
0.7400000000000001, -0.08333333333333334, -0.5, 4, 1, 0, 0, 0, 0
0.9, -0.08333333333333334, -0.5, 5, 1, 0, 0, 0, 0
0.1, 0.08333333333333331, -0.5, 0, 2, 0, 0, 0, 0
0.26, 0.08333333333333331, -0.5, 1, 2, 0, 0, 0, 0
0.42, 0.08333333333333331, -0.5, 2, 2, 0, 0, 0, 0
0.58, 0.08333333333333331, -0.5, 3, 2, 0, 0, 0, 0
0.7400000000000001, 0.08333333333333331, -0.5, 4, 2, 0, 0, 0, 0
0.9, 0.08333333333333331, -0.5, 5, 2, 0, 0, 0, 0
0.1, 0.25, -0.5, 0, 3, 0, 0, 0, 0
0.26, 0.25, -0.5, 1, 3, 0, 0, 0, 0
0.42, 0.25, -0.5, 2, 3, 0, 0, 0, 0
0.58, 0.25, -0.5, 3, 3, 0, 0, 0, 0
0.7400000000000001, 0.25, -0.5, 4, 3, 0, 0, 0, 0
0.9, 0.25, -0.5, 5, 3, 0, 0, 0, 0
0.1, -0.25, 0, 0, 0, 1, 0, 0, 0
0.26, -0.25, 0, 1, 0, 1, 0, 0, 0
0.42, -0.25, 0, 2, 0, 1, 0, 0, 0
0.58, -0.25, 0, 3, 0, 1, 0, 0, 0
0.7400000000000001, -0.25, 0, 4, 0, 1, 0, 0, 0
0.9, -0.25, 0, 5, 0, 1, 0, 0, 0
0.1, -0.08333333333333334, 0, 0, 1, 1, 0, 0, 0
0.26, -0.08333333333333334, 0, 1, 1, 1, 0, 0, 0
0.4209570757874886, -0.1246038453487146, 0, 2, 1, 1, 1, 1, 0
0.5884501131636394, -0.1755556243455343, 0, 3, 1, 1, 1, 1, 0
0.7400000000000001, -0.08333333333333334, 0, 4, 1, 1, 0, 0, 0
0.9, -0.08333333333333334, 0, 5, 1, 1, 0, 0, 0
0.1, 0.08333333333333331, 0, 0, 2, 1, 0, 0, 0
0.26, 0.08333333333333331, 0, 1, 2, 1, 0, 0, 0
0.4227189179514458, 0.03069531940919061, 0, 2, 2, 1, 1, 1, 0
0.5783699123530393, -0.001260217196298178, 0, 3, 2, 1, 1, 1, 0
0.7400000000000001, 0.08333333333333331, 0, 4, 2, 1, 0, 0, 0
0.9, 0.08333333333333331, 0, 5, 2, 1, 0, 0, 0
0.1, 0.25, 0, 0, 3, 1, 0, 0, 0
0.26, 0.25, 0, 1, 3, 1, 0, 0, 0
0.42, 0.25, 0, 2, 3, 1, 0, 0, 0
0.58, 0.25, 0, 3, 3, 1, 0, 0, 0
0.7400000000000001, 0.25, 0, 4, 3, 1, 0, 0, 0
0.9, 0.25, 0, 5, 3, 1, 0, 0, 0
0.1, -0.25, 0.5, 0, 0, 2, 0, 0, 0
0.26, -0.25, 0.5, 1, 0, 2, 0, 0, 0
0.42, -0.25, 0.5, 2, 0, 2, 0, 0, 0
0.58, -0.25, 0.5, 3, 0, 2, 0, 0, 0
0.7400000000000001, -0.25, 0.5, 4, 0, 2, 0, 0, 0
0.9, -0.25, 0.5, 5, 0, 2, 0, 0, 0
0.1, -0.08333333333333334, 0.5, 0, 1, 2, 0, 0, 0
0.26, -0.08333333333333334, 0.5, 1, 1, 2, 0, 0, 0
0.42, -0.08333333333333334, 0.5, 2, 1, 2, 0, 0, 0
0.58, -0.08333333333333334, 0.5, 3, 1, 2, 0, 0, 0
0.7400000000000001, -0.08333333333333334, 0.5, 4, 1, 2, 0, 0, 0
0.9, -0.08333333333333334, 0.5, 5, 1, 2, 0, 0, 0
0.1, 0.08333333333333331, 0.5, 0, 2, 2, 0, 0, 0
0.26, 0.08333333333333331, 0.5, 1, 2, 2, 0, 0, 0
0.42, 0.08333333333333331, 0.5, 2, 2, 2, 0, 0, 0
0.58, 0.08333333333333331, 0.5, 3, 2, 2, 0, 0, 0
0.7400000000000001, 0.08333333333333331, 0.5, 4, 2, 2, 0, 0, 0
0.9, 0.08333333333333331, 0.5, 5, 2, 2, 0, 0, 0
0.1, 0.25, 0.5, 0, 3, 2, 0, 0, 0
0.26, 0.25, 0.5, 1, 3, 2, 0, 0, 0
0.42, 0.25, 0.5, 2, 3, 2, 0, 0, 0
0.58, 0.25, 0.5, 3, 3, 2, 0, 0, 0
0.7400000000000001, 0.25, 0.5, 4, 3, 2, 0, 0, 0
0.9, 0.25, 0.5, 5, 3, 2, 0, 0, 0
